time	marker_0_x marker_0_y marker_0_z marker_1_x marker_1_y marker_1_z marker_2_x marker_2_y marker_2_z marker_3_x marker_3_y marker_3_z marker_4_x marker_4_y marker_4_z marker_5_x marker_5_y marker_5_z marker_6_x marker_6_y marker_6_z marker_7_x marker_7_y marker_7_z marker_8_x marker_8_y marker_8_z marker_9_x marker_9_y marker_9_z marker_10_x marker_10_y marker_10_z marker_11_x marker_11_y marker_11_z marker_12_x marker_12_y marker_12_z marker_13_x marker_13_y marker_13_z marker_14_x marker_14_y marker_14_z marker_15_x marker_15_y marker_15_z marker_16_x marker_16_y marker_16_z marker_17_x marker_17_y marker_17_z marker_18_x marker_18_y marker_18_z marker_19_x marker_19_y marker_19_z marker_20_x marker_20_y marker_20_z marker_21_x marker_21_y marker_21_z marker_22_x marker_22_y marker_22_z marker_23_x marker_23_y marker_23_z marker_24_x marker_24_y marker_24_z marker_25_x marker_25_y marker_25_z marker_26_x marker_26_y marker_26_z marker_27_x marker_27_y marker_27_z marker_28_x marker_28_y marker_28_z marker_29_x marker_29_y marker_29_z marker_30_x marker_30_y marker_30_z marker_31_x marker_31_y marker_31_z marker_32_x marker_32_y marker_32_z marker_33_x marker_33_y marker_33_z marker_34_x marker_34_y marker_34_z marker_35_x marker_35_y marker_35_z marker_36_x marker_36_y marker_36_z marker_37_x marker_37_y marker_37_z marker_38_x marker_38_y marker_38_z marker_39_x marker_39_y marker_39_z marker_40_x marker_40_y marker_40_z marker_41_x marker_41_y marker_41_z marker_42_x marker_42_y marker_42_z marker_43_x marker_43_y marker_43_z marker_44_x marker_44_y marker_44_z marker_45_x marker_45_y marker_45_z marker_46_x marker_46_y marker_46_z marker_47_x marker_47_y marker_47_z marker_48_x marker_48_y marker_48_z marker_49_x marker_49_y marker_49_z marker_50_x marker_50_y marker_50_z marker_51_x marker_51_y marker_51_z marker_52_x marker_52_y marker_52_z marker_53_x marker_53_y marker_53_z marker_54_x marker_54_y marker_54_z marker_55_x marker_55_y marker_55_z marker_56_x marker_56_y marker_56_z marker_57_x marker_57_y marker_57_z marker_58_x marker_58_y marker_58_z marker_59_x marker_59_y marker_59_z marker_60_x marker_60_y marker_60_z marker_61_x marker_61_y marker_61_z marker_62_x marker_62_y marker_62_z marker_63_x marker_63_y marker_63_z marker_64_x marker_64_y marker_64_z marker_65_x marker_65_y marker_65_z marker_66_x marker_66_y marker_66_z marker_67_x marker_67_y marker_67_z marker_68_x marker_68_y marker_68_z marker_69_x marker_69_y marker_69_z marker_70_x marker_70_y marker_70_z marker_71_x marker_71_y marker_71_z marker_72_x marker_72_y marker_72_z marker_73_x marker_73_y marker_73_z marker_74_x marker_74_y marker_74_z marker_75_x marker_75_y marker_75_z marker_76_x marker_76_y marker_76_z marker_77_x marker_77_y marker_77_z marker_78_x marker_78_y marker_78_z marker_79_x marker_79_y marker_79_z marker_80_x marker_80_y marker_80_z marker_81_x marker_81_y marker_81_z marker_82_x marker_82_y marker_82_z marker_83_x marker_83_y marker_83_z marker_84_x marker_84_y marker_84_z marker_85_x marker_85_y marker_85_z marker_86_x marker_86_y marker_86_z marker_87_x marker_87_y marker_87_z marker_88_x marker_88_y marker_88_z marker_89_x marker_89_y marker_89_z marker_90_x marker_90_y marker_90_z marker_91_x marker_91_y marker_91_z marker_92_x marker_92_y marker_92_z marker_93_x marker_93_y marker_93_z marker_94_x marker_94_y marker_94_z marker_95_x marker_95_y marker_95_z marker_96_x marker_96_y marker_96_z marker_97_x marker_97_y marker_97_z marker_98_x marker_98_y marker_98_z marker_99_x marker_99_y marker_99_z
1706739342929	696.0466918945312 -590.8336181640625 1244.1580810546875 767.338623046875 -553.184326171875 1326.2137451171875 1004.8132934570312 -426.5208740234375 1600.116943359375 1078.7476806640625 -70.62401580810547 1601.119384765625 403.0924377441406 -560.953857421875 1766.010009765625 
1706739342929	695.1051635742188 -591.0238037109375 1237.8048095703125 764.3696899414062 -552.6639404296875 1321.2264404296875 996.6830444335938 -425.40704345703125 1599.316162109375 1078.788330078125 -70.55030822753906 1601.1268310546875 390.4623107910156 -561.1729125976562 1766.5718994140625 
1706739342929	693.9785766601562 -590.925048828125 1231.346923828125 761.8380737304688 -552.3468627929688 1315.968017578125 988.2586669921875 -424.2868347167969 1598.2821044921875 1078.9508056640625 -70.52112579345703 1601.202880859375 379.82171630859375 -560.9794921875 1766.454345703125 
1706739342930	692.94189453125 -590.7650756835938 1224.90087890625 759.103759765625 -552.0068969726562 1310.71630859375 980.0130004882812 -423.2439880371094 1597.2271728515625 1078.944091796875 -70.50541687011719 1601.2259521484375 368.0251770019531 -560.981689453125 1766.436279296875 
1706739342930	692.0744018554688 -590.5678100585938 1218.2691650390625 756.5284423828125 -551.5855712890625 1305.30126953125 971.5316772460938 -422.1433410644531 1595.8883056640625 1079.0560302734375 -70.45832061767578 1601.2742919921875 355.3212585449219 -561.3740844726562 1767.1070556640625 
1706739342930	691.2199096679688 -590.3775024414062 1211.58154296875 753.8674926757812 -551.2621459960938 1299.8226318359375 962.8802490234375 -420.9559631347656 1594.3692626953125 1079.14501953125 -70.44830322265625 1601.3397216796875 343.0099792480469 -561.6708374023438 1767.9906005859375 
1706739342931	690.5997314453125 -590.2726440429688 1204.79638671875 751.3538208007812 -550.8903198242188 1294.19775390625 954.2203979492188 -419.84259033203125 1592.71923828125 1079.1649169921875 -70.38581085205078 1601.2720947265625 
1706739342931	689.89892578125 -590.217041015625 1197.978759765625 748.8458862304688 -550.5773315429688 1288.51953125 945.432861328125 -418.7438049316406 1590.89501953125 1079.254638671875 -70.33383178710938 1601.2421875 319.168212890625 -560.952880859375 1763.82568359375 
1706739342931	689.4041137695312 -590.1797485351562 1191.1151123046875 746.4990234375 -550.2328491210938 1282.7674560546875 936.6358032226562 -417.6067199707031 1588.869140625 1079.4061279296875 -70.28437042236328 1601.351806640625 306.5963439941406 -561.283447265625 1763.9183349609375 
1706739342932	689.0272827148438 -590.2257080078125 1184.4180908203125 744.1438598632812 -549.916748046875 1276.9625244140625 927.7391967773438 -416.4181823730469 1586.6427001953125 1079.4886474609375 -70.24308776855469 1601.3924560546875 
1706739342932	688.83056640625 -590.0166625976562 1177.2481689453125 741.8882446289062 -549.5376586914062 1270.972412109375 918.7084350585938 -415.1137390136719 1584.2125244140625 1079.7418212890625 -70.1888198852539 1601.36279296875 281.681884765625 -561.169921875 1761.7080078125 
1706739342932	688.6260986328125 -589.927978515625 1170.2724609375 739.7245483398438 -549.2442626953125 1265.00732421875 909.7741088867188 -413.8099365234375 1581.5755615234375 1079.6826171875 -70.14761352539062 1601.3560791015625 268.3003234863281 -561.2655029296875 1760.49755859375 
1706739342932	688.215087890625 -589.96240234375 1163.7568359375 737.6881713867188 -548.8679809570312 1258.9500732421875 900.742919921875 -412.4478759765625 1578.722900390625 1079.7314453125 -70.16412353515625 1601.3909912109375 255.5607147216797 -561.0967407226562 1759.1295166015625 
1706739342933	688.5228271484375 -589.4877319335938 1156.1800537109375 735.6758422851562 -548.57470703125 1252.861328125 891.6587524414062 -410.87225341796875 1575.5989990234375 1080.0911865234375 -70.07963562011719 1601.3956298828125 248.04998779296875 -559.4625244140625 1756.840087890625 
1706739342933	688.7090454101562 -589.55224609375 1149.21533203125 733.7623901367188 -548.20263671875 1246.7266845703125 882.62451171875 -409.2330017089844 1572.2437744140625 1080.1162109375 -70.05136108398438 1601.5032958984375 
1706739342933	689.0625610351562 -589.5807495117188 1142.247802734375 731.8391723632812 -547.9120483398438 1240.7059326171875 873.609375 -407.4737243652344 1568.7012939453125 1080.27783203125 -70.00794982910156 1601.513671875 
1706739342934	689.446044921875 -589.4251708984375 1135.828369140625 729.8366088867188 -547.2269897460938 1234.501220703125 864.5881958007812 -405.5896911621094 1564.8448486328125 1080.4605712890625 -69.9676284790039 1601.5828857421875 -1746.5928955078125 -1336.5865478515625 433.3642883300781 
1706739342934	689.7467651367188 -589.6417236328125 1127.7021484375 728.4354248046875 -546.9838256835938 1228.1424560546875 855.7539672851562 -403.59320068359375 1560.851318359375 1080.4749755859375 -69.90308380126953 1601.589111328125 -1740.0621337890625 -1334.483154296875 427.6903991699219 
1706739342934	690.2869873046875 -589.4935913085938 1121.5211181640625 726.8151245117188 -546.5328369140625 1221.941650390625 846.9475708007812 -401.54193115234375 1556.598876953125 1080.61669921875 -69.88135528564453 1601.59130859375 -1733.45947265625 -1332.4410400390625 421.9400939941406 
1706739342936	691.1817016601562 -589.7339477539062 1114.77099609375 725.298095703125 -546.0191040039062 1215.6444091796875 838.2510986328125 -399.34906005859375 1552.0982666015625 1080.764892578125 -69.82181549072266 1601.63623046875 -1726.854736328125 -1330.3424072265625 416.2204895019531 
1706739342940	691.5817260742188 -589.494140625 1108.134521484375 723.82080078125 -545.5344848632812 1209.381591796875 829.5375366210938 -396.9874267578125 1547.38623046875 1080.88623046875 -69.83467102050781 1601.7398681640625 -1720.40966796875 -1328.2481689453125 410.6020202636719 
1706739342947	692.4639892578125 -589.6408081054688 1101.376220703125 722.3245239257812 -544.8988037109375 1203.1768798828125 820.9682006835938 -394.5362854003906 1542.4588623046875 1080.868408203125 -69.71117401123047 1601.7613525390625 -1713.9691162109375 -1326.1689453125 404.9980163574219 
1706739342950	693.15869140625 -589.5399780273438 1094.781494140625 721.1718139648438 -544.1521606445312 1196.8046875 812.5757446289062 -392.0456237792969 1537.44677734375 1081.0947265625 -69.64774322509766 1601.9149169921875 
1706739342954	693.850341796875 -589.267578125 1088.3544921875 719.70947265625 -543.5491333007812 1190.665771484375 804.116455078125 -389.234619140625 1532.006591796875 1081.0926513671875 -69.58978271484375 1601.9522705078125 
1706739342959	694.752685546875 -589.2627563476562 1081.85302734375 718.5099487304688 -542.6610107421875 1184.3804931640625 796.12109375 -386.64984130859375 1526.689697265625 1081.1263427734375 -69.48272705078125 1601.951416015625 
1706739342966	695.5193481445312 -589.0286254882812 1075.50146484375 717.091064453125 -541.871826171875 1178.281005859375 787.817138671875 -383.5575866699219 1520.9739990234375 1081.2769775390625 -69.437255859375 1602.0711669921875 
1706739342971	696.2698364257812 -588.7137451171875 1069.21875 715.8483276367188 -540.9318237304688 1172.1187744140625 779.8710327148438 -380.3956604003906 1515.12890625 1081.6072998046875 -69.32173156738281 1602.198486328125 
1706739342976	696.8721923828125 -588.37109375 1063.1043701171875 714.582275390625 -539.9135131835938 1166.0396728515625 772.0794677734375 -377.1409912109375 1509.1297607421875 1081.6298828125 -69.30535125732422 1602.3853759765625 
1706739342980	697.6183471679688 -587.91259765625 1057.046875 713.3384399414062 -538.7879028320312 1159.95458984375 764.664306640625 -373.84912109375 1503.052734375 1081.89404296875 -69.21482849121094 1602.4095458984375 
1706739342985	698.2418212890625 -587.3765869140625 1051.056640625 712.14208984375 -537.5751953125 1153.9051513671875 757.059814453125 -370.23175048828125 1496.75244140625 1082.1346435546875 -69.10782623291016 1602.3406982421875 
1706739342990	698.8731079101562 -586.7606201171875 1045.2161865234375 710.89990234375 -536.2256469726562 1147.938232421875 749.9214477539062 -366.65924072265625 1490.411865234375 1082.342041015625 -68.97943878173828 1602.50341796875 
1706739342995	699.398193359375 -586.0028686523438 1039.4254150390625 709.662353515625 -534.737060546875 1141.963134765625 742.0774536132812 -362.81243896484375 1483.9561767578125 1082.46142578125 -68.91817474365234 1602.8321533203125 
1706739343000	699.8348999023438 -585.0780639648438 1033.684326171875 708.4058837890625 -533.060302734375 1136.061279296875 735.6243896484375 -358.5879821777344 1477.11865234375 1082.54541015625 -68.72518157958984 1603.0308837890625 
1706739343005	700.2130126953125 -583.9539794921875 1028.0523681640625 707.2515869140625 -531.2815551757812 1130.2373046875 729.1807861328125 -354.47528076171875 1470.398681640625 1082.813232421875 -68.67986297607422 1603.2996826171875 
1706739343010	700.5154418945312 -582.71240234375 1022.416015625 706.1646728515625 -529.3466186523438 1124.9517822265625 722.53173828125 -350.03167724609375 1463.5535888671875 1082.9248046875 -68.63206481933594 1603.4443359375 
1706739343015	700.7904663085938 -581.2274169921875 1016.9141235351562 704.6708374023438 -526.9772338867188 1117.784912109375 716.2169799804688 -345.5765075683594 1456.7928466796875 1083.0941162109375 -68.58425903320312 1603.5421142578125 
1706739343020	700.9888305664062 -579.518310546875 1011.3499755859375 703.5802612304688 -524.6729125976562 1112.5853271484375 710.4107666015625 -340.8445739746094 1449.694091796875 1084.5516357421875 -69.11061096191406 1603.579833984375 
1706739343024	701.18359375 -577.537109375 1005.9144287109375 702.128173828125 -521.8536987304688 1106.879150390625 704.57958984375 -336.0482482910156 1442.8658447265625 
1706739343029	701.2561645507812 -575.3720092773438 1000.4708251953125 701.1983032226562 -519.2718505859375 1101.074951171875 699.3191528320312 -331.0218200683594 1435.7730712890625 
1706739343034	701.3710327148438 -573.053955078125 995.1279907226562 699.9205932617188 -516.7272338867188 1094.5860595703125 694.353271484375 -326.0431213378906 1428.8597412109375 
1706739343039	701.3111572265625 -570.57275390625 989.9578857421875 698.8814697265625 -513.6694946289062 1089.12060546875 689.4214477539062 -320.92779541015625 1422.1910400390625 -75.54814910888672 -807.4351196289062 1099.528564453125 
1706739343045	701.1614990234375 -567.9016723632812 984.8062744140625 697.773193359375 -510.3666687011719 1083.57861328125 684.6792602539062 -315.4529113769531 1415.23388671875 
1706739343050	700.8424682617188 -564.9832153320312 979.815673828125 696.473388671875 -506.8956298828125 1078.1741943359375 680.2493286132812 -309.9416809082031 1408.4791259765625 
1706739343054	700.5870361328125 -561.9076538085938 974.8369140625 695.3057861328125 -503.2542419433594 1072.8714599609375 676.0765380859375 -304.38201904296875 1401.842529296875 
1706739343059	700.1329956054688 -558.6702270507812 969.9619140625 694.0125122070312 -499.4544982910156 1067.611083984375 672.1718139648438 -298.68768310546875 1395.3282470703125 
1706739343065	699.5510864257812 -555.1461181640625 965.20849609375 692.6138916015625 -495.48870849609375 1062.5093994140625 668.5186157226562 -292.96282958984375 1388.9656982421875 
1706739343070	698.3781127929688 -551.42041015625 960.7252807617188 691.231689453125 -491.3688659667969 1057.4755859375 665.0831298828125 -287.1429138183594 1382.695068359375 
1706739343075	697.9164428710938 -547.7890014648438 956.0565795898438 689.8152465820312 -487.04766845703125 1052.5272216796875 661.706298828125 -281.2154541015625 1376.772705078125 
1706739343079	696.7032470703125 -543.7604370117188 951.47265625 688.2711181640625 -482.4292297363281 1047.662353515625 658.7836303710938 -275.00775146484375 1370.641357421875 
1706739343086	695.506103515625 -539.3612670898438 946.9549560546875 686.6680908203125 -477.6456298828125 1042.87109375 655.9760131835938 -268.8575134277344 1364.8408203125 
1706739343090	693.750732421875 -534.3945922851562 942.5271606445312 685.0745239257812 -472.58770751953125 1038.1085205078125 653.0821533203125 -262.387939453125 1359.260986328125 
1706739343095	692.72119140625 -529.6077270507812 937.9176635742188 683.4088745117188 -467.2335510253906 1033.4354248046875 650.97802734375 -256.1319580078125 1353.8653564453125 
1706739343101	691.0316162109375 -524.2611694335938 933.4757080078125 681.720458984375 -461.6697998046875 1028.833251953125 649.1358642578125 -249.76089477539062 1348.57373046875 
1706739343105	689.0982666015625 -518.6361083984375 927.9796142578125 680.0401000976562 -455.7965393066406 1024.2232666015625 647.3922729492188 -243.18582153320312 1343.49951171875 
1706739343110	687.5379028320312 -512.9745483398438 923.892822265625 678.3175659179688 -449.64996337890625 1019.7598876953125 646.0242309570312 -236.4943389892578 1338.6712646484375 
1706739343114	685.7398681640625 -506.757568359375 919.5269165039062 676.5848388671875 -443.3121032714844 1015.4489135742188 644.8707275390625 -229.76622009277344 1334.09912109375 
1706739343120	683.4351196289062 -500.0081787109375 915.2083129882812 674.91064453125 -436.73944091796875 1011.1807861328125 643.9573364257812 -223.01779174804688 1329.7791748046875 
1706739343125	681.5184326171875 -493.28192138671875 911.0550537109375 673.225341796875 -429.97540283203125 1006.9931640625 643.3095092773438 -216.21932983398438 1325.7301025390625 
1706739343130	679.2311401367188 -486.1775207519531 906.8621215820312 671.435546875 -422.9881591796875 1002.8938598632812 642.7601928710938 -209.33262634277344 1321.8482666015625 
1706739343135	677.42919921875 -479.09405517578125 902.9526977539062 669.565185546875 -415.75543212890625 998.9580688476562 642.408935546875 -202.39120483398438 1318.16552734375 
1706739343140	674.7452392578125 -471.2992858886719 898.6554565429688 667.7443237304688 -408.5476379394531 995.0989379882812 642.2193603515625 -195.53018188476562 1314.7247314453125 
1706739343145	672.6393432617188 -463.71417236328125 894.9200439453125 665.8519287109375 -401.1954345703125 991.4595947265625 642.3159790039062 -188.74171447753906 1311.5924072265625 
1706739343151	669.903564453125 -455.4014587402344 890.8609008789062 664.2559204101562 -393.0244445800781 987.48095703125 642.44384765625 -182.0432586669922 1308.9139404296875 
1706739343156	668.3035278320312 -447.2607727050781 886.907470703125 662.5578002929688 -385.0246887207031 983.831787109375 642.4296875 -175.4384002685547 1306.6866455078125 
1706739343161	665.8389282226562 -438.5579528808594 883.1898193359375 660.8387451171875 -376.7587890625 980.2511596679688 642.809814453125 -168.1079864501953 1303.766845703125 
1706739343166	662.9810791015625 -429.20660400390625 879.18212890625 659.16015625 -368.2531433105469 976.767333984375 642.9166870117188 -161.50704956054688 1302.0201416015625 
1706739343171	661.4579467773438 -420.129150390625 875.1902465820312 657.58154296875 -359.5198059082031 973.2753295898438 643.537353515625 -154.85414123535156 1300.117919921875 
1706739343176	659.2969360351562 -410.503173828125 871.3649291992188 656.1250610351562 -350.6221008300781 969.8642578125 645.30126953125 -147.31785583496094 1297.42138671875 
1706739343181	657.2532958984375 -400.48150634765625 867.58544921875 654.828125 -341.44708251953125 966.4945678710938 646.1563720703125 -140.9187774658203 1295.7357177734375 
1706739343185	654.83642578125 -389.864990234375 863.6771850585938 653.6015625 -332.0526428222656 963.182861328125 646.8868408203125 -134.51197814941406 1294.3140869140625 
1706739343190	653.7431640625 -379.5092468261719 859.9514770507812 652.4872436523438 -322.53009033203125 959.9833984375 647.9141235351562 -128.4054718017578 1293.0008544921875 
1706739343194	651.6361694335938 -368.2891540527344 856.063232421875 651.5223999023438 -312.7127380371094 956.803466796875 649.2061157226562 -122.82666778564453 1291.9808349609375 
1706739343200	650.7732543945312 -357.7049255371094 852.5704345703125 650.7547607421875 -302.8960876464844 953.80029296875 649.673828125 -115.07978057861328 1290.9835205078125 
1706739343205	649.6876220703125 -346.72637939453125 849.19384765625 650.1028442382812 -293.0672607421875 951.0961303710938 651.2999267578125 -109.49044036865234 1290.2142333984375 
1706739343209	648.1846313476562 -335.4352111816406 845.901611328125 649.6190185546875 -283.1225280761719 948.4308471679688 652.7322387695312 -103.37883758544922 1289.6058349609375 
1706739343215	647.6851806640625 -324.596435546875 843.0574951171875 648.7267456054688 -272.46051025390625 947.1436767578125 654.1193237304688 -97.28170013427734 1289.16259765625 -711.1334838867188 1160.13525390625 919.1403198242188 
1706739343221	646.8008422851562 -313.60931396484375 840.27734375 648.450439453125 -262.6148681640625 944.7871704101562 655.4515991210938 -91.2639389038086 1288.9937744140625 -703.5941772460938 1155.5780029296875 921.6416015625 
1706739343225	645.829833984375 -302.4313659667969 837.6016235351562 648.1094970703125 -252.7865447998047 942.7418823242188 657.1016845703125 -85.15470123291016 1288.773193359375 
1706739343252	644.6973876953125 -291.3908386230469 835.3906860351562 647.6026000976562 -243.03903198242188 941.04296875 658.8233642578125 -79.17291259765625 1288.7982177734375 
1706739343254	643.5653076171875 -280.3443298339844 833.3844604492188 647.2191162109375 -233.0608367919922 939.4721069335938 660.5427856445312 -73.33238983154297 1289.140380859375 
1706739343254	642.0468139648438 -269.14630126953125 831.453125 646.802734375 -223.29522705078125 938.1554565429688 662.4751586914062 -67.44023895263672 1289.3985595703125 
1706739343255	640.9497680664062 -258.2353820800781 830.0442504882812 646.4495849609375 -213.60301208496094 937.1511840820312 664.4215087890625 -61.705955505371094 1290.03857421875 
1706739343256	640.4554443359375 -247.79612731933594 828.9420776367188 646.01611328125 -203.93429565429688 936.4229125976562 666.41259765625 -56.12007522583008 1290.82275390625 
1706739343256	639.2538452148438 -236.97555541992188 827.9024658203125 645.5907592773438 -194.37503051757812 935.866943359375 668.6390991210938 -50.705108642578125 1291.8017578125 
1706739343261	637.47998046875 -225.89524841308594 827.0862426757812 645.2155151367188 -184.86407470703125 935.5183715820312 670.92041015625 -45.449256896972656 1293.0118408203125 
1706739343266	636.7369384765625 -215.4468536376953 826.6737670898438 644.7567138671875 -175.39639282226562 935.4813842773438 673.305419921875 -40.45753860473633 1294.4459228515625 
1706739343271	635.5546875 -204.7916717529297 826.5527954101562 644.3733520507812 -166.0854034423828 935.69091796875 675.9945678710938 -35.516807556152344 1295.7803955078125 
1706739343276	634.235595703125 -194.1969451904297 826.606201171875 643.8661499023438 -156.8419647216797 936.2432250976562 678.2988891601562 -30.538532257080078 1297.786376953125 
1706739343281	632.8619384765625 -183.6924591064453 826.9320678710938 643.4632568359375 -147.64468383789062 936.939453125 680.91943359375 -25.973358154296875 1299.7752685546875 
1706739343286	631.061279296875 -172.89520263671875 827.5103149414062 642.9442749023438 -138.51580810546875 937.8779907226562 683.5678100585938 -21.73947525024414 1301.9727783203125 
1706739343294	629.9354858398438 -162.6226806640625 828.5260009765625 642.4028930664062 -129.44369506835938 939.1133422851562 686.3616333007812 -17.69404411315918 1304.390869140625 1483.048095703125 -1430.022705078125 1035.6173095703125 
1706739343295	628.2698974609375 -151.9453582763672 829.5884399414062 641.5919189453125 -120.63201141357422 940.603759765625 689.0989990234375 -13.985074996948242 1307.042724609375 1494.0517578125 -1431.909912109375 1037.8123779296875 
1706739343301	626.781982421875 -141.31333923339844 831.0307006835938 641.9415283203125 -112.43171691894531 942.1944580078125 691.8583374023438 -10.623552322387695 1309.9066162109375 1505.1270751953125 -1433.8516845703125 1040.32958984375 
1706739343305	625.2882080078125 -130.7128448486328 832.7288208007812 640.6930541992188 -102.13446807861328 944.4160766601562 694.6607666015625 -7.634510517120361 1312.961181640625 
1706739343309	623.9278564453125 -120.04889678955078 834.58349609375 640.48681640625 -93.64490509033203 946.6090087890625 697.3697509765625 -5.119786262512207 1316.2640380859375 
1706739343318	622.745361328125 -109.45875549316406 836.8526611328125 640.053955078125 -84.92633056640625 949.0643920898438 700.0870361328125 -3.066509246826172 1319.8223876953125 
1706739343321	621.5704956054688 -98.64321899414062 839.2200317382812 639.4680786132812 -76.07154846191406 951.91064453125 702.722412109375 -1.3964207172393799 1323.5291748046875 
1706739343325	620.6288452148438 -87.99170684814453 841.9494018554688 639.4916381835938 -67.76509094238281 954.7699584960938 705.2457885742188 -0.21619431674480438 1327.4158935546875 
1706739343330	619.2379760742188 -76.63909912109375 845.4910278320312 639.4487915039062 -59.37168502807617 957.9426879882812 707.6793212890625 0.5107340216636658 1331.4761962890625 
1706739343335	618.8497314453125 -65.73179626464844 848.8416137695312 639.468017578125 -51.07113265991211 961.4159545898438 710.0303955078125 0.8021809458732605 1335.7425537109375 
1706739343341	618.4815673828125 -55.31610107421875 852.403564453125 639.4140625 -43.07096481323242 965.1787719726562 712.31640625 0.6468331813812256 1340.0491943359375 
1706739343346	618.2015991210938 -44.822235107421875 856.0323486328125 639.4301147460938 -35.25111770629883 969.1503295898438 714.42578125 0.17070914804935455 1344.5107421875 
1706739343350	617.3743896484375 -34.93364334106445 860.34423828125 639.4228515625 -27.65275764465332 973.3391723632812 716.4425659179688 -0.6587899923324585 1348.99169921875 
1706739343356	616.536376953125 -25.209182739257812 864.8759155273438 639.5204467773438 -20.201290130615234 977.811279296875 718.3917236328125 -1.8157405853271484 1353.5654296875 
1706739343360	615.738525390625 -15.547584533691406 869.7069702148438 639.1709594726562 -13.326979637145996 982.5048217773438 720.156494140625 -3.2812509536743164 1358.2080078125 
1706739343365	614.8269653320312 -6.546841144561768 874.6565551757812 638.90966796875 -6.635467529296875 987.42236328125 721.9915771484375 -5.0231122970581055 1362.8907470703125 
1706739343371	614.1278686523438 2.823777198791504 880.0675048828125 638.6255493164062 -0.20419320464134216 992.5806274414062 723.6665649414062 -7.0728044509887695 1367.552978515625 
1706739343376	613.18603515625 11.451407432556152 885.6430053710938 638.20361328125 5.940332889556885 997.9719848632812 725.2363891601562 -9.358909606933594 1372.2091064453125 
1706739343381	612.0823364257812 19.712453842163086 891.4969482421875 637.63134765625 11.813222885131836 1003.6275024414062 726.6404418945312 -11.838736534118652 1376.898681640625 -302.0163269042969 -214.30517578125 1002.2089233398438 
1706739343387	610.8623657226562 27.82494354248047 897.6718139648438 637.0841064453125 17.380033493041992 1009.361572265625 728.0225219726562 -14.604915618896484 1381.5753173828125 -305.7693786621094 -206.74667358398438 1009.3204345703125 
1706739343391	609.604248046875 35.64191818237305 903.970458984375 636.357666015625 22.674320220947266 1015.30859375 729.2867431640625 -17.750179290771484 1386.151123046875 -310.2119140625 -199.08616638183594 1017.0325317382812 
